[auto 2026-08-23T10:59:02-04:00] autopilot start: max 4 arms, then the eval battery
[auto 2026-08-23T10:59:02-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T15:40:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T15:45:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T15:50:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T15:55:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:00:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:05:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:10:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:15:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:20:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:25:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:30:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:35:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:40:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:45:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:50:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T16:55:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:00:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:05:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:10:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:15:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:20:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:25:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:30:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:35:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:40:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:45:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:50:45-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T17:55:46-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T18:00:46-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-24T18:05:46-04:00] queue empty -- proposing the next generation
[auto 2026-08-24T18:05:46-04:00] proposed: 3 arm(s)
[auto 2026-08-24T18:05:46-04:00] ARM auto-ace0p3: a_ce=0.3 a_tv=0.7 deficit=1 beta=0.1 anchor_pow=1.0 dclamp=3.0 pos=16
[s5:auto-ace0p3 2026-08-24T18:05:46-04:00] preflight: need ~28 GB (peak = one chunk of 491), have 60 GB free
  round-trip: 1536/1536 lines start with their exact seed
[s5:auto-ace0p3 2026-08-24T18:05:46-04:00] pass 1 OK (1536 sequences)
[s5:auto-ace0p3 2026-08-24T18:05:46-04:00] hold-out: 64 sequence(s) reserved, 1472 for training
[s5:auto-ace0p3 2026-08-24T18:05:46-04:00] training in 3 chunk(s) of up to 491 sequence(s); peak capture on disk is one chunk
total: 315315 tokens, 9854.8 MB (32.0 KB/token)
VALIDATE: PASS
[s5:auto-ace0p3 2026-08-24T18:06:13-04:00] equivalence gate: port vs engine drafts
[gate] drafts_p491_s000525.txt: running agreement 94.1%
[gate] PORT vs ENGINE draft agreement: 36949/39280 = 94.1%  (need >= 90% before any session runs)
[s5:auto-ace0p3 2026-08-24T18:12:00-04:00] gate OK (94.1%)
[s5:auto-ace0p3 2026-08-24T18:12:00-04:00] chunk 0: training (ce+tv; a_conf 0 until free-running labels exist -- F100)
[train] saved 72 trained tensors -> /cap/auto-ace0p3/c0/trained/mtp_trained.safetensors
[train] saved AdamW state -> /cap/auto-ace0p3/c0/trained/opt_state.pt (needed for --resume to be equivalent to one continuous run)
[train] metrics -> /cap/auto-ace0p3/c0/train_metrics.json  (loss 2.9311 -> 1.4487, tail mean 1.3851)
[train] TRAIN OK
total: 321075 tokens, 10034.8 MB (32.0 KB/token)
VALIDATE: PASS
[s5:auto-ace0p3 2026-08-24T18:36:02-04:00] chunk 1: training (ce+tv; a_conf 0 until free-running labels exist -- F100)
[train] saved 72 trained tensors -> /cap/auto-ace0p3/c1/trained/mtp_trained.safetensors
[train] saved AdamW state -> /cap/auto-ace0p3/c1/trained/opt_state.pt (needed for --resume to be equivalent to one continuous run)
[train] metrics -> /cap/auto-ace0p3/c1/train_metrics.json  (loss 1.0395 -> 0.4577, tail mean 1.6215)
[train] TRAIN OK
total: 324707 tokens, 10148.3 MB (32.0 KB/token)
VALIDATE: PASS
[s5:auto-ace0p3 2026-08-24T18:59:47-04:00] chunk 2: training (ce+tv; a_conf 0 until free-running labels exist -- F100)
[train] saved 72 trained tensors -> /cap/auto-ace0p3/c2/trained/mtp_trained.safetensors
[train] saved AdamW state -> /cap/auto-ace0p3/c2/trained/opt_state.pt (needed for --resume to be equivalent to one continuous run)
[train] metrics -> /cap/auto-ace0p3/c2/train_metrics.json  (loss 0.8860 -> 0.0255, tail mean 1.1486)
[train] TRAIN OK
merged 3 chunk(s), 1472 sequences, 1472 steps: loss 2.931081073358655 -> 0.025487131740279168 (tail mean 1.2391920638563194) -> /home/patrickd/s5-capture/auto-ace0p3/train_metrics.json
[s5:auto-ace0p3 2026-08-24T19:23:06-04:00] building loadable head (re-quantising trained tensors to their ORIGINAL formats)
  wrote model-00048-of-00048.safetensors
re-quantised 25 fp8 (+scales), 47 bf16, copied 2905 untouched (experts byte-for-byte) -> /cap/auto-ace0p3/head  (7.01 GB)
fp8 round-trip worst relative error: 0.0014  (e4m3 half-step is ~0.0625; anything near 1.0 means the scale and the divisor disagree)
[s5:auto-ace0p3 2026-08-24T19:23:17-04:00] re-fitting adaptK on the trained head (F111: the optimum moves with drafter quality)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 117 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_0.0.log
[run_model] pid 958322   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_0.0.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_0.0.memguard.log
[s5:auto-ace0p3 2026-08-24T19:28:25-04:00]   adaptK 0.0 -> hold-out 28.159 tok/s pooled (median tau 4.4193)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_0.5.log
[run_model] pid 964498   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_0.5.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_0.5.memguard.log
[s5:auto-ace0p3 2026-08-24T19:33:28-04:00]   adaptK 0.5 -> hold-out 27.43 tok/s pooled (median tau 4.5589)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_1.0.log
[run_model] pid 970519   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_1.0.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_1.0.memguard.log
[s5:auto-ace0p3 2026-08-24T19:38:31-04:00]   adaptK 1.0 -> hold-out 28.023 tok/s pooled (median tau 4.5104)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_1.5.log
[run_model] pid 976591   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_1.5.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_1.5.memguard.log
[s5:auto-ace0p3 2026-08-24T19:43:34-04:00]   adaptK 1.5 -> hold-out 28.131 tok/s pooled (median tau 4.4193)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_2.0.log
[run_model] pid 982618   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_2.0.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_adaptk_2.0.memguard.log
[s5:auto-ace0p3 2026-08-24T19:48:38-04:00]   adaptK 2.0 -> hold-out 28.355 tok/s pooled (median tau 4.4193)
[s5:auto-ace0p3 2026-08-24T19:48:38-04:00] adaptK re-fit: 2.0 (28.355 tok/s pooled on the hold-out); shipped default was 1.5
[s5:auto-ace0p3 2026-08-24T19:48:38-04:00] eval: 8-prompt suite, NGEN0=200, block 5, clean
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_eval.log
[run_model] pid 988649   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_eval.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_eval.memguard.log
[s5:auto-ace0p3 2026-08-24T19:51:40-04:00] second eval at the re-fitted adaptK 2.0 (reported separately; NOT the registry number)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_eval_adaptk2.0.log
[run_model] pid 992511   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_eval_adaptk2.0.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_eval_adaptk2.0.memguard.log
eval: /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_eval_adaptk2.0.log
  lossless=True  gate=True  blocks=[5]  instruments=none
    multi_turn       tau  5.21    35.32 tok/s
    long_context     tau  4.16    30.37 tok/s
    code_edit        tau  3.92    28.43 tok/s
    short_factual    tau  3.87    29.25 tok/s
    agentic_format   tau  3.85    28.81 tok/s
    reasoning        tau  3.51    27.64 tok/s
    explanation      tau  2.96    24.58 tok/s
    code_gen         tau  2.52    21.85 tok/s
  suite mean tau 3.75  (8 prompts, prompt 0 excluded)

VERDICT: GO
  - reasoning tau 3.51 >= 2.6 (baseline 1.85)
  -> /home/patrickd/s5-capture/auto-ace0p3/session_verdict_adaptk2.0.json
[s5:auto-ace0p3 2026-08-24T19:54:43-04:00] NOTE: promoting at adaptK 2.0 requires re-measuring the incumbent at 2.0 first.
[s5:auto-ace0p3 2026-08-24T19:54:43-04:00] secondary gate: 64-prompt reasoning hold-out, trained head
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_holdout.log
[run_model] pid 996368   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_holdout.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_holdout.memguard.log
[s5:auto-ace0p3 2026-08-24T20:16:46-04:00] paired control: UNTRAINED head over the same hold-out (once per corpus, then cached)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_holdout_control.log
[run_model] pid 1020789   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_holdout_control.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_holdout_control.memguard.log
[s5:auto-ace0p3 2026-08-24T20:37:20-04:00] hold-out untrained baseline (paired, from pass 1): 5.6528
hold-out tau at budget 200 tokens: n=64
  median 5.102   mean 4.707   p25 3.741   p75 5.743   min 1.802   max 6.000
  baseline (untrained) 5.653   delta -0.551 tau  (-4.22 tok/s, -18.6%)
  VERDICT (secondary): SATURATED   [GO >= +0.35, saturated < +0.15]
ARCHIVED auto-ace0p3 -> /home/patrickd/model-backups/heads/auto-ace0p3 (5 files, sha256 recorded)
  suite mean: tau 3.8462  28.395 tok/s
  incumbent tau 3.8413 [HEAD_REGISTRY.md -- NOT this session (max of 3.6888 re-measured, 3.8413 registry)] -> needs > 3.9757; candidate 3.8462
REFUSED to promote:
  - suite tau 3.8462 does not beat incumbent 3.8413 by the 3.5% run-to-run spread (needs > 3.9757); ties go to the incumbent
[s5:auto-ace0p3 2026-08-24T20:37:30-04:00] not promoted (archived)
eval: /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-ace0p3_eval.log
  lossless=True  gate=True  blocks=[5]  instruments=none
    multi_turn       tau  5.21    35.06 tok/s
    long_context     tau  4.43    30.94 tok/s
    agentic_format   tau  4.00    29.25 tok/s
    code_edit        tau  3.96    28.45 tok/s
    short_factual    tau  3.87    29.10 tok/s
    reasoning        tau  3.64    27.94 tok/s
    explanation      tau  3.00    24.41 tok/s
    code_gen         tau  2.66    22.01 tok/s
  suite mean tau 3.8462  (8 prompts, prompt 0 excluded)

VERDICT: GO
  - reasoning tau 3.64 >= 2.6 (baseline 1.85)
  -> /home/patrickd/s5-capture/auto-ace0p3/session_verdict.json
[s5:auto-ace0p3 2026-08-24T20:37:30-04:00] GO (primary); secondary exit 3
[s5:auto-ace0p3 2026-08-24T20:37:30-04:00] no next session configured; stopping here
[auto 2026-08-24T20:37:30-04:00] RESULT auto-ace0p3: tau=3.8462 release=fail
[auto 2026-08-24T20:37:30-04:00] reclaim: removed 4 intermediate files, 42 GB free
[auto 2026-08-24T20:37:30-04:00] ARM auto-anchorpow1p5: a_ce=0.1 a_tv=0.9 deficit=1 beta=0.1 anchor_pow=1.5 dclamp=3.0 pos=16
[s5:auto-anchorpow1p5 2026-08-24T20:37:30-04:00] preflight: need ~28 GB (peak = one chunk of 491), have 42 GB free
  round-trip: 1536/1536 lines start with their exact seed
[s5:auto-anchorpow1p5 2026-08-24T20:37:31-04:00] pass 1 OK (1536 sequences)
[s5:auto-anchorpow1p5 2026-08-24T20:37:31-04:00] hold-out: 64 sequence(s) reserved, 1472 for training
[s5:auto-anchorpow1p5 2026-08-24T20:37:31-04:00] training in 3 chunk(s) of up to 491 sequence(s); peak capture on disk is one chunk
total: 315315 tokens, 9854.8 MB (32.0 KB/token)
VALIDATE: PASS
[s5:auto-anchorpow1p5 2026-08-24T20:37:58-04:00] equivalence gate: port vs engine drafts
[gate] drafts_p491_s000525.txt: running agreement 94.1%
[gate] PORT vs ENGINE draft agreement: 36949/39280 = 94.1%  (need >= 90% before any session runs)
[s5:auto-anchorpow1p5 2026-08-24T20:43:48-04:00] gate OK (94.1%)
[s5:auto-anchorpow1p5 2026-08-24T20:43:48-04:00] chunk 0: training (ce+tv; a_conf 0 until free-running labels exist -- F100)
[train] saved 72 trained tensors -> /cap/auto-anchorpow1p5/c0/trained/mtp_trained.safetensors
[train] saved AdamW state -> /cap/auto-anchorpow1p5/c0/trained/opt_state.pt (needed for --resume to be equivalent to one continuous run)
[train] metrics -> /cap/auto-anchorpow1p5/c0/train_metrics.json  (loss 1.6274 -> 0.9324, tail mean 0.8459)
[train] TRAIN OK
total: 321075 tokens, 10034.8 MB (32.0 KB/token)
VALIDATE: PASS
[s5:auto-anchorpow1p5 2026-08-24T21:08:03-04:00] chunk 1: training (ce+tv; a_conf 0 until free-running labels exist -- F100)
[train] saved 72 trained tensors -> /cap/auto-anchorpow1p5/c1/trained/mtp_trained.safetensors
[train] saved AdamW state -> /cap/auto-anchorpow1p5/c1/trained/opt_state.pt (needed for --resume to be equivalent to one continuous run)
[train] metrics -> /cap/auto-anchorpow1p5/c1/train_metrics.json  (loss 0.7733 -> 0.3126, tail mean 0.9579)
[train] TRAIN OK
total: 324707 tokens, 10148.3 MB (32.0 KB/token)
VALIDATE: PASS
[s5:auto-anchorpow1p5 2026-08-24T21:31:52-04:00] chunk 2: training (ce+tv; a_conf 0 until free-running labels exist -- F100)
[train] saved 72 trained tensors -> /cap/auto-anchorpow1p5/c2/trained/mtp_trained.safetensors
[train] saved AdamW state -> /cap/auto-anchorpow1p5/c2/trained/opt_state.pt (needed for --resume to be equivalent to one continuous run)
[train] metrics -> /cap/auto-anchorpow1p5/c2/train_metrics.json  (loss 0.6185 -> 0.0191, tail mean 0.6864)
[train] TRAIN OK
merged 3 chunk(s), 1472 sequences, 1472 steps: loss 1.6274453653022647 -> 0.019132653117891918 (tail mean 0.7384882736738226) -> /home/patrickd/s5-capture/auto-anchorpow1p5/train_metrics.json
[s5:auto-anchorpow1p5 2026-08-24T21:55:21-04:00] building loadable head (re-quantising trained tensors to their ORIGINAL formats)
  wrote model-00048-of-00048.safetensors
re-quantised 25 fp8 (+scales), 47 bf16, copied 2905 untouched (experts byte-for-byte) -> /cap/auto-anchorpow1p5/head  (7.01 GB)
fp8 round-trip worst relative error: 0.0014  (e4m3 half-step is ~0.0625; anything near 1.0 means the scale and the divisor disagree)
[s5:auto-anchorpow1p5 2026-08-24T21:55:32-04:00] re-fitting adaptK on the trained head (F111: the optimum moves with drafter quality)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 118 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_0.0.log
[run_model] pid 1121118   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_0.0.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_0.0.memguard.log
[s5:auto-anchorpow1p5 2026-08-24T22:00:41-04:00]   adaptK 0.0 -> hold-out 27.755 tok/s pooled (median tau 4.432)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_0.5.log
[run_model] pid 1127163   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_0.5.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_0.5.memguard.log
[s5:auto-anchorpow1p5 2026-08-24T22:05:44-04:00]   adaptK 0.5 -> hold-out 27.123 tok/s pooled (median tau 4.5193)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_1.0.log
[run_model] pid 1133188   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_1.0.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_1.0.memguard.log
[s5:auto-anchorpow1p5 2026-08-24T22:10:47-04:00]   adaptK 1.0 -> hold-out 27.548 tok/s pooled (median tau 4.432)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_1.5.log
[run_model] pid 1139192   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_1.5.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_1.5.memguard.log
[s5:auto-anchorpow1p5 2026-08-24T22:15:50-04:00]   adaptK 1.5 -> hold-out 27.767 tok/s pooled (median tau 4.432)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_2.0.log
[run_model] pid 1145215   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_2.0.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_adaptk_2.0.memguard.log
[s5:auto-anchorpow1p5 2026-08-24T22:20:53-04:00]   adaptK 2.0 -> hold-out 28.17 tok/s pooled (median tau 4.432)
[s5:auto-anchorpow1p5 2026-08-24T22:20:53-04:00] adaptK re-fit: 2.0 (28.17 tok/s pooled on the hold-out); shipped default was 1.5
[s5:auto-anchorpow1p5 2026-08-24T22:20:53-04:00] eval: 8-prompt suite, NGEN0=200, block 5, clean
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_eval.log
[run_model] pid 1151310   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_eval.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_eval.memguard.log
[s5:auto-anchorpow1p5 2026-08-24T22:23:56-04:00] second eval at the re-fitted adaptK 2.0 (reported separately; NOT the registry number)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_eval_adaptk2.0.log
[run_model] pid 1155315   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_eval_adaptk2.0.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_eval_adaptk2.0.memguard.log
eval: /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_eval_adaptk2.0.log
  lossless=True  gate=True  blocks=[5]  instruments=none
    multi_turn       tau  4.72    33.67 tok/s
    long_context     tau  4.34    30.68 tok/s
    code_edit        tau  4.00    29.11 tok/s
    agentic_format   tau  3.92    29.11 tok/s
    short_factual    tau  3.87    28.89 tok/s
    reasoning        tau  3.45    27.52 tok/s
    explanation      tau  2.91    24.18 tok/s
    code_gen         tau  2.35    20.71 tok/s
  suite mean tau 3.695  (8 prompts, prompt 0 excluded)

VERDICT: GO
  - reasoning tau 3.45 >= 2.6 (baseline 1.85)
  -> /home/patrickd/s5-capture/auto-anchorpow1p5/session_verdict_adaptk2.0.json
[s5:auto-anchorpow1p5 2026-08-24T22:26:59-04:00] NOTE: promoting at adaptK 2.0 requires re-measuring the incumbent at 2.0 first.
[s5:auto-anchorpow1p5 2026-08-24T22:26:59-04:00] secondary gate: 64-prompt reasoning hold-out, trained head
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_holdout.log
[run_model] pid 1159231   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_holdout.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_holdout.memguard.log
[s5:auto-anchorpow1p5 2026-08-24T22:49:02-04:00] paired control: UNTRAINED head over the same hold-out (once per corpus, then cached)
[run_model] [clocks] already pinned at 1386 MHz
[run_model] 119 GiB available; launching detached -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_holdout_control.log
[run_model] pid 1183639   watch: tail -f /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_holdout_control.log
[run_model] memguard armed on 'decode' -> /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_holdout_control.memguard.log
[s5:auto-anchorpow1p5 2026-08-24T23:09:36-04:00] hold-out untrained baseline (paired, from pass 1): 5.6528
hold-out tau at budget 200 tokens: n=64
  median 4.892   mean 4.652   p25 3.704   p75 5.714   min 1.818   max 6.000
  baseline (untrained) 5.653   delta -0.761 tau  (-5.83 tok/s, -25.7%)
  VERDICT (secondary): SATURATED   [GO >= +0.35, saturated < +0.15]
ARCHIVED auto-anchorpow1p5 -> /home/patrickd/model-backups/heads/auto-anchorpow1p5 (5 files, sha256 recorded)
  suite mean: tau 3.8112  28.1412 tok/s
  incumbent tau 3.8413 [HEAD_REGISTRY.md -- NOT this session (max of 3.6888 re-measured, 3.8413 registry)] -> needs > 3.9757; candidate 3.8112
REFUSED to promote:
  - suite tau 3.8112 does not beat incumbent 3.8413 by the 3.5% run-to-run spread (needs > 3.9757); ties go to the incumbent
[s5:auto-anchorpow1p5 2026-08-24T23:09:46-04:00] not promoted (archived)
eval: /home/patrickd/deepseek-v4-flash-0731-cuda/evidence/auto-anchorpow1p5_eval.log
  lossless=True  gate=True  blocks=[5]  instruments=none
    multi_turn       tau  4.83    34.13 tok/s
    long_context     tau  4.43    30.43 tok/s
    agentic_format   tau  4.16    29.88 tok/s
    code_edit        tau  4.08    29.17 tok/s
    short_factual    tau  3.87    28.62 tok/s
    reasoning        tau  3.57    27.49 tok/s
    explanation      tau  2.96    23.93 tok/s
    code_gen         tau  2.59    21.48 tok/s
  suite mean tau 3.8112  (8 prompts, prompt 0 excluded)

VERDICT: GO
  - reasoning tau 3.57 >= 2.6 (baseline 1.85)
  -> /home/patrickd/s5-capture/auto-anchorpow1p5/session_verdict.json
[s5:auto-anchorpow1p5 2026-08-24T23:09:46-04:00] GO (primary); secondary exit 3
[s5:auto-anchorpow1p5 2026-08-24T23:09:46-04:00] no next session configured; stopping here
[auto 2026-08-24T23:09:46-04:00] RESULT auto-anchorpow1p5: tau=3.8112 release=fail
[auto 2026-08-24T23:09:46-04:00] reclaim: removed 0 intermediate files, 19 GB free
[auto 2026-08-24T23:09:46-04:00] FATAL: only 19 GB free after reclaim -- refusing to start an arm that will die mid-chunk
[auto 2026-08-25T01:03:05-04:00] autopilot start: max 4 arms, then the eval battery
[auto 2026-08-25T01:03:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:08:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:13:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:18:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:23:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:28:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:33:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:38:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:43:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:48:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:53:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T01:58:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:03:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:08:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:13:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:18:05-04:00] GPU busy (another chain or a model resident); waiting
